state,date,sex,age,abs,rate
W.P. Putrajaya,2017-01-01,male,40-44,14,126.13
W.P. Putrajaya,2017-01-01,male,45-49,12,272.73
W.P. Putrajaya,2017-01-01,male,50-54,7,179.49
W.P. Putrajaya,2017-01-01,male,55-59,8,210.53
W.P. Putrajaya,2017-01-01,male,60-64,3,44.12
W.P. Putrajaya,2017-01-01,male,65+,2,14.08
W.P. Putrajaya,2018-01-01,female,all,440,15.3
W.P. Putrajaya,2018-01-01,female,< 20,3,0.1
W.P. Putrajaya,2018-01-01,female,20-24,77,24.2
W.P. Putrajaya,2018-01-01,female,25-29,204,
W.P. Putrajaya,2018-01-01,female,30-34,74,59.8
W.P. Putrajaya,2018-01-01,female,35-39,42,41.3
W.P. Putrajaya,2018-01-01,female,40-44,19,60.5
W.P. Putrajaya,2018-01-01,female,45-49,9,38.6
W.P. Putrajaya,2018-01-01,female,50-54,7,22.3
W.P. Putrajaya,2018-01-01,female,55-59,4,9.0
W.P. Putrajaya,2018-01-01,female,60-64,1,1.9
W.P. Putrajaya,2018-01-01,female,65+,0,0.0
W.P. Putrajaya,2018-01-01,male,all,464,18.2
W.P. Putrajaya,2018-01-01,male,< 20,0,0.0
W.P. Putrajaya,2018-01-01,male,20-24,41,14.4
W.P. Putrajaya,2018-01-01,male,25-29,216,
W.P. Putrajaya,2018-01-01,male,30-34,108,
W.P. Putrajaya,2018-01-01,male,35-39,45,
W.P. Putrajaya,2018-01-01,male,40-44,23,
W.P. Putrajaya,2018-01-01,male,45-49,12,
W.P. Putrajaya,2018-01-01,male,50-54,8,
W.P. Putrajaya,2018-01-01,male,55-59,8,
W.P. Putrajaya,2018-01-01,male,60-64,2,24.4
W.P. Putrajaya,2018-01-01,male,65+,1,4.7
W.P. Putrajaya,2019-01-01,female,all,397,12.9
W.P. Putrajaya,2019-01-01,female,< 20,3,0.1
W.P. Putrajaya,2019-01-01,female,20-24,61,15.5
W.P. Putrajaya,2019-01-01,female,25-29,173,
W.P. Putrajaya,2019-01-01,female,30-34,65,58.4
W.P. Putrajaya,2019-01-01,female,35-39,59,50.6
W.P. Putrajaya,2019-01-01,female,40-44,15,39.0
W.P. Putrajaya,2019-01-01,female,45-49,11,41.8
W.P. Putrajaya,2019-01-01,female,50-54,3,8.2
W.P. Putrajaya,2019-01-01,female,55-59,5,10.8
W.P. Putrajaya,2019-01-01,female,60-64,1,1.6
W.P. Putrajaya,2019-01-01,female,65+,1,2.8
W.P. Putrajaya,2019-01-01,male,all,448,16.6
W.P. Putrajaya,2019-01-01,male,< 20,2,0.1
W.P. Putrajaya,2019-01-01,male,20-24,47,14.8
W.P. Putrajaya,2019-01-01,male,25-29,207,
W.P. Putrajaya,2019-01-01,male,30-34,89,
W.P. Putrajaya,2019-01-01,male,35-39,52,
W.P. Putrajaya,2019-01-01,male,40-44,27,
W.P. Putrajaya,2019-01-01,male,45-49,8,
W.P. Putrajaya,2019-01-01,male,50-54,4,
W.P. Putrajaya,2019-01-01,male,55-59,5,
W.P. Putrajaya,2019-01-01,male,60-64,5,
W.P. Putrajaya,2019-01-01,male,65+,2,8.0
W.P. Putrajaya,2020-01-01,female,all,481,14.8
W.P. Putrajaya,2020-01-01,female,< 20,2,0.1
W.P. Putrajaya,2020-01-01,female,20-24,73,16.8
W.P. Putrajaya,2020-01-01,female,25-29,229,
W.P. Putrajaya,2020-01-01,female,30-34,84,87.3
W.P. Putrajaya,2020-01-01,female,35-39,62,48.7
W.P. Putrajaya,2020-01-01,female,40-44,16,33.3
W.P. Putrajaya,2020-01-01,female,45-49,8,25.6
W.P. Putrajaya,2020-01-01,female,50-54,1,2.5
W.P. Putrajaya,2020-01-01,female,55-59,1,2.0
W.P. Putrajaya,2020-01-01,female,60-64,4,6.0
W.P. Putrajaya,2020-01-01,female,65+,1,2.3
W.P. Putrajaya,2020-01-01,male,all,501,17.9
W.P. Putrajaya,2020-01-01,male,< 20,1,0.0
W.P. Putrajaya,2020-01-01,male,20-24,53,15.8
W.P. Putrajaya,2020-01-01,male,25-29,251,
W.P. Putrajaya,2020-01-01,male,30-34,90,
W.P. Putrajaya,2020-01-01,male,35-39,58,
W.P. Putrajaya,2020-01-01,male,40-44,23,
W.P. Putrajaya,2020-01-01,male,45-49,12,
W.P. Putrajaya,2020-01-01,male,50-54,6,
W.P. Putrajaya,2020-01-01,male,55-59,3,60.0
W.P. Putrajaya,2020-01-01,male,60-64,2,18.3
W.P. Putrajaya,2020-01-01,male,65+,2,7.2
W.P. Putrajaya,2021-01-01,female,all,641,18.8
W.P. Putrajaya,2021-01-01,female,< 20,6,0.3
W.P. Putrajaya,2021-01-01,female,20-24,105,22.9
W.P. Putrajaya,2021-01-01,female,25-29,309,549.8
W.P. Putrajaya,2021-01-01,female,30-34,92,90.6
W.P. Putrajaya,2021-01-01,female,35-39,73,54.4
W.P. Putrajaya,2021-01-01,female,40-44,30,59.2
W.P. Putrajaya,2021-01-01,female,45-49,15,45.6
W.P. Putrajaya,2021-01-01,female,50-54,3,7.2
W.P. Putrajaya,2021-01-01,female,55-59,3,5.8
W.P. Putrajaya,2021-01-01,female,60-64,3,4.2
W.P. Putrajaya,2021-01-01,female,65+,2,4.4
W.P. Putrajaya,2021-01-01,male,all,676,20.9
W.P. Putrajaya,2021-01-01,male,< 20,3,0.1
W.P. Putrajaya,2021-01-01,male,20-24,62,16.1
W.P. Putrajaya,2021-01-01,male,25-29,349,230.5
W.P. Putrajaya,2021-01-01,male,30-34,131,839.7
W.P. Putrajaya,2021-01-01,male,35-39,73,190.6
W.P. Putrajaya,2021-01-01,male,40-44,26,117.1
W.P. Putrajaya,2021-01-01,male,45-49,14,218.8
W.P. Putrajaya,2021-01-01,male,50-54,5,106.4
W.P. Putrajaya,2021-01-01,male,55-59,4,70.2
W.P. Putrajaya,2021-01-01,male,60-64,3,24.0
W.P. Putrajaya,2021-01-01,male,65+,6,18.8
W.P. Putrajaya,2022-01-01,female,all,543,15.7
W.P. Putrajaya,2022-01-01,female,< 20,3,0.1
W.P. Putrajaya,2022-01-01,female,20-24,66,14.2
W.P. Putrajaya,2022-01-01,female,25-29,247,434.1
W.P. Putrajaya,2022-01-01,female,30-34,87,84.6
W.P. Putrajaya,2022-01-01,female,35-39,66,48.5
W.P. Putrajaya,2022-01-01,female,40-44,51,99.2
W.P. Putrajaya,2022-01-01,female,45-49,17,51.1
W.P. Putrajaya,2022-01-01,female,50-54,3,7.1
W.P. Putrajaya,2022-01-01,female,55-59,1,1.9
W.P. Putrajaya,2022-01-01,female,60-64,2,2.8
W.P. Putrajaya,2022-01-01,female,65+,0,0.0
W.P. Putrajaya,2022-01-01,male,all,547,16.9
W.P. Putrajaya,2022-01-01,male,< 20,0,0.0
W.P. Putrajaya,2022-01-01,male,20-24,46,11.9
W.P. Putrajaya,2022-01-01,male,25-29,275,180.7
W.P. Putrajaya,2022-01-01,male,30-34,103,656.1
W.P. Putrajaya,2022-01-01,male,35-39,63,163.6
W.P. Putrajaya,2022-01-01,male,40-44,28,125.6
W.P. Putrajaya,2022-01-01,male,45-49,8,123.1
W.P. Putrajaya,2022-01-01,male,50-54,9,191.5
W.P. Putrajaya,2022-01-01,male,55-59,5,86.2
W.P. Putrajaya,2022-01-01,male,60-64,2,15.9
W.P. Putrajaya,2022-01-01,male,65+,8,24.9
